 kgrid  ValNew  Policy 
0.908781 -8.77653 0.904481
0.908786 -8.77632 0.904486
0.908791  -8.7761 0.904486
0.908796 -8.77588 0.904491
0.908801 -8.77566 0.904491
0.908806 -8.77544 0.904496
0.908811 -8.77522 0.904496
0.908816 -8.77501 0.904501
0.908821 -8.77479 0.904506
0.908826 -8.77457 0.904506
0.908831 -8.77435 0.904511
0.908836 -8.77413 0.904511
0.908841 -8.77392 0.904516
0.908846  -8.7737 0.904516
0.908851 -8.77348 0.904521
0.908856 -8.77326 0.904521
0.908861 -8.77304 0.904526
0.908866 -8.77282 0.904526
0.908871 -8.77261 0.904531
0.908876 -8.77239 0.904531
0.908881 -8.77217 0.904536
0.908886 -8.77195 0.904536
0.908891 -8.77173 0.904541
0.908896 -8.77152 0.904541
0.908901  -8.7713 0.904546
0.908906 -8.77108 0.904551
0.908911 -8.77086 0.904551
0.908916 -8.77064 0.904556
0.908921 -8.77043 0.904556
0.908926 -8.77021 0.904561
0.908931 -8.76999 0.904561
0.908936 -8.76977 0.904566
0.908941 -8.76955 0.904566
0.908946 -8.76934 0.904571
0.908951 -8.76912 0.904571
0.908956  -8.7689 0.904576
0.908961 -8.76868 0.904576
0.908966 -8.76846 0.904581
0.908971 -8.76825 0.904581
0.908976 -8.76803 0.904586
0.908981 -8.76781 0.904586
0.908986 -8.76759 0.904591
0.908991 -8.76737 0.904596
0.908996 -8.76716 0.904596
0.909001 -8.76694 0.904601
0.909006 -8.76672 0.904601
0.909011  -8.7665 0.904606
0.909016 -8.76628 0.904606
0.909021 -8.76607 0.904611
0.909026 -8.76585 0.904611
0.909031 -8.76563 0.904616
0.909036 -8.76541 0.904616
0.909041 -8.76519 0.904621
0.909046 -8.76498 0.904621
0.909051 -8.76476 0.904626
0.909056 -8.76454 0.904626
0.909061 -8.76432 0.904631
0.909066  -8.7641 0.904631
0.909071 -8.76389 0.904636
0.909076 -8.76367 0.904641
0.909081 -8.76345 0.904641
0.909086 -8.76323 0.904646
0.909091 -8.76302 0.904646
0.909096  -8.7628 0.904651
0.909101 -8.76258 0.904651
0.909106 -8.76236 0.904656
0.909111 -8.76214 0.904656
0.909116 -8.76193 0.904661
0.909121 -8.76171 0.904661
0.909126 -8.76149 0.904666
0.909131 -8.76127 0.904666
0.909136 -8.76106 0.904671
0.909141 -8.76084 0.904671
0.909146 -8.76062 0.904676
0.909151  -8.7604 0.904676
0.909156 -8.76018 0.904681
0.909161 -8.75997 0.904686
0.909166 -8.75975 0.904686
0.909171 -8.75953 0.904691
0.909176 -8.75931 0.904691
0.909181  -8.7591 0.904696
0.909186 -8.75888 0.904696
0.909191 -8.75866 0.904701
0.909196 -8.75844 0.904701
0.909201 -8.75822 0.904706
0.909206 -8.75801 0.904706
0.909211 -8.75779 0.904711
0.909216 -8.75757 0.904711
0.909221 -8.75735 0.904716
0.909226 -8.75714 0.904716
0.909231 -8.75692 0.904721
0.909236  -8.7567 0.904721
0.909241 -8.75648 0.904726
0.909246 -8.75627 0.904731
0.909251 -8.75605 0.904731
0.909256 -8.75583 0.904736
0.909261 -8.75561 0.904736
0.909266  -8.7554 0.904741
0.909271 -8.75518 0.904741
0.909276 -8.75496 0.904746
0.909281 -8.75474 0.904746
0.909286 -8.75453 0.904751
0.909291 -8.75431 0.904751
0.909296 -8.75409 0.904756
0.909301 -8.75387 0.904756
0.909306 -8.75366 0.904761
0.909311 -8.75344 0.904761
0.909316 -8.75322 0.904766
0.909321   -8.753 0.904766
0.909326 -8.75278 0.904771
0.909331 -8.75257 0.904776
0.909336 -8.75235 0.904776
0.909341 -8.75213 0.904781
0.909346 -8.75192 0.904781
0.909351  -8.7517 0.904786
0.909356 -8.75148 0.904786
0.909361 -8.75126 0.904791
0.909366 -8.75105 0.904791
0.909371 -8.75083 0.904796
0.909376 -8.75061 0.904796
0.909381 -8.75039 0.904801
0.909386 -8.75018 0.904801
0.909391 -8.74996 0.904806
0.909396 -8.74974 0.904806
0.909401 -8.74952 0.904811
0.909406 -8.74931 0.904811
0.909411 -8.74909 0.904816
0.909416 -8.74887 0.904821
0.909421 -8.74865 0.904821
0.909426 -8.74844 0.904826
0.909431 -8.74822 0.904826
0.909436   -8.748 0.904831
0.909441 -8.74778 0.904831
0.909446 -8.74757 0.904836
0.909451 -8.74735 0.904836
0.909456 -8.74713 0.904841
0.909461 -8.74691 0.904841
0.909466  -8.7467 0.904846
0.909471 -8.74648 0.904846
0.909476 -8.74626 0.904851
0.909481 -8.74605 0.904851
0.909486 -8.74583 0.904856
0.909491 -8.74561 0.904856
0.909496 -8.74539 0.904861
0.909501 -8.74518 0.904866
0.909506 -8.74496 0.904866
0.909511 -8.74474 0.904871
0.909516 -8.74452 0.904871
0.909521 -8.74431 0.904876
0.909526 -8.74409 0.904876
0.909531 -8.74387 0.904881
0.909536 -8.74366 0.904881
0.909541 -8.74344 0.904886
0.909546 -8.74322 0.904886
0.909551   -8.743 0.904891
0.909556 -8.74279 0.904891
0.909561 -8.74257 0.904896
0.909566 -8.74235 0.904896
0.909571 -8.74214 0.904901
0.909576 -8.74192 0.904901
0.909581  -8.7417 0.904906
0.909586 -8.74148 0.904911
0.909591 -8.74127 0.904911
0.909596 -8.74105 0.904916
0.909601 -8.74083 0.904916
0.909606 -8.74062 0.904921
0.909611  -8.7404 0.904921
0.909616 -8.74018 0.904926
0.909621 -8.73996 0.904926
0.909626 -8.73975 0.904931
0.909631 -8.73953 0.904931
0.909636 -8.73931 0.904936
0.909641  -8.7391 0.904936
0.909646 -8.73888 0.904941
0.909651 -8.73866 0.904941
0.909656 -8.73844 0.904946
0.909661 -8.73823 0.904951
0.909666 -8.73801 0.904951
0.909671 -8.73779 0.904956
0.909676 -8.73758 0.904956
0.909681 -8.73736 0.904961
0.909686 -8.73714 0.904961
0.909691 -8.73693 0.904966
0.909696 -8.73671 0.904966
0.909701 -8.73649 0.904971
0.909706 -8.73627 0.904971
0.909711 -8.73606 0.904976
0.909716 -8.73584 0.904976
0.909721 -8.73562 0.904981
0.909726 -8.73541 0.904981
0.909731 -8.73519 0.904986
0.909736 -8.73497 0.904986
0.909741 -8.73476 0.904991
0.909746 -8.73454 0.904996
0.909751 -8.73432 0.904996
0.909756 -8.73411 0.905001
0.909761 -8.73389 0.905001
0.909766 -8.73367 0.905006
0.909771 -8.73345 0.905006
0.909776 -8.73324 0.905011
0.909781 -8.73302 0.905011
0.909786  -8.7328 0.905016
0.909791 -8.73259 0.905016
0.909796 -8.73237 0.905021
0.909801 -8.73215 0.905021
0.909806 -8.73194 0.905026
0.909811 -8.73172 0.905026
0.909816  -8.7315 0.905031
0.909821 -8.73129 0.905031
0.909826 -8.73107 0.905036
0.909831 -8.73085 0.905041
0.909836 -8.73064 0.905041
0.909841 -8.73042 0.905046
0.909846  -8.7302 0.905046
0.909851 -8.72999 0.905051
0.909856 -8.72977 0.905051
0.909861 -8.72955 0.905056
0.909866 -8.72933 0.905056
0.909871 -8.72912 0.905061
0.909876  -8.7289 0.905061
0.909881 -8.72868 0.905066
0.909886 -8.72847 0.905066
0.909891 -8.72825 0.905071
0.909896 -8.72803 0.905071
0.909901 -8.72782 0.905076
0.909906  -8.7276 0.905076
0.909911 -8.72738 0.905081
0.909916 -8.72717 0.905086
0.909921 -8.72695 0.905086
0.909926 -8.72673 0.905091
0.909931 -8.72652 0.905091
0.909936  -8.7263 0.905096
0.909941 -8.72608 0.905096
0.909946 -8.72587 0.905101
0.909951 -8.72565 0.905101
0.909956 -8.72543 0.905106
0.909961 -8.72522 0.905106
0.909966   -8.725 0.905111
0.909971 -8.72478 0.905111
0.909976 -8.72457 0.905116
0.909981 -8.72435 0.905116
0.909986 -8.72413 0.905121
0.909991 -8.72392 0.905121
0.909996  -8.7237 0.905126
0.910001 -8.72348 0.905131
0.910006 -8.72327 0.905131
0.910011 -8.72305 0.905136
0.910016 -8.72283 0.905136
0.910021 -8.72262 0.905141
0.910026  -8.7224 0.905141
0.910031 -8.72219 0.905146
0.910036 -8.72197 0.905146
0.910041 -8.72175 0.905151
0.910046 -8.72154 0.905151
0.910051 -8.72132 0.905156
0.910056  -8.7211 0.905156
0.910061 -8.72089 0.905161
0.910066 -8.72067 0.905161
0.910071 -8.72045 0.905166
0.910076 -8.72024 0.905166
0.910081 -8.72002 0.905171
0.910086  -8.7198 0.905176
0.910091 -8.71959 0.905176
0.910096 -8.71937 0.905181
0.910101 -8.71915 0.905181
0.910106 -8.71894 0.905186
0.910111 -8.71872 0.905186
0.910116 -8.71851 0.905191
0.910121 -8.71829 0.905191
0.910126 -8.71807 0.905196
0.910131 -8.71786 0.905196
0.910136 -8.71764 0.905201
0.910141 -8.71742 0.905201
0.910146 -8.71721 0.905206
0.910151 -8.71699 0.905206
0.910156 -8.71677 0.905211
0.910161 -8.71656 0.905211
0.910166 -8.71634 0.905216
0.910171 -8.71613 0.905221
0.910176 -8.71591 0.905221
0.910181 -8.71569 0.905226
0.910186 -8.71548 0.905226
0.910191 -8.71526 0.905231
0.910196 -8.71504 0.905231
0.910201 -8.71483 0.905236
0.910206 -8.71461 0.905236
0.910211 -8.71439 0.905241
0.910216 -8.71418 0.905241
0.910221 -8.71396 0.905246
0.910226 -8.71375 0.905246
0.910231 -8.71353 0.905251
0.910236 -8.71331 0.905251
0.910241  -8.7131 0.905256
0.910246 -8.71288 0.905256
0.910251 -8.71266 0.905261
0.910256 -8.71245 0.905266
0.910261 -8.71223 0.905266
0.910266 -8.71202 0.905271
0.910271  -8.7118 0.905271
0.910276 -8.71158 0.905276
0.910281 -8.71137 0.905276
0.910286 -8.71115 0.905281
0.910291 -8.71093 0.905281
0.910296 -8.71072 0.905286
0.910301  -8.7105 0.905286
0.910306 -8.71029 0.905291
0.910311 -8.71007 0.905291
0.910316 -8.70985 0.905296
0.910321 -8.70964 0.905296
0.910326 -8.70942 0.905301
0.910331 -8.70921 0.905301
0.910336 -8.70899 0.905306
0.910341 -8.70877 0.905311
0.910346 -8.70856 0.905311
0.910351 -8.70834 0.905316
0.910356 -8.70813 0.905316
0.910361 -8.70791 0.905321
0.910366 -8.70769 0.905321
0.910371 -8.70748 0.905326
0.910376 -8.70726 0.905326
0.910381 -8.70704 0.905331
0.910386 -8.70683 0.905331
0.910391 -8.70661 0.905336
0.910396  -8.7064 0.905336
0.910401 -8.70618 0.905341
0.910406 -8.70596 0.905341
0.910411 -8.70575 0.905346
0.910416 -8.70553 0.905346
0.910421 -8.70532 0.905351
0.910426  -8.7051 0.905356
0.910431 -8.70488 0.905356
0.910436 -8.70467 0.905361
0.910441 -8.70445 0.905361
0.910446 -8.70424 0.905366
0.910451 -8.70402 0.905366
0.910456  -8.7038 0.905371
0.910461 -8.70359 0.905371
0.910466 -8.70337 0.905376
0.910471 -8.70316 0.905376
0.910476 -8.70294 0.905381
0.910481 -8.70272 0.905381
0.910486 -8.70251 0.905386
0.910491 -8.70229 0.905386
0.910496 -8.70208 0.905391
0.910501 -8.70186 0.905391
0.910506 -8.70165 0.905396
0.910511 -8.70143 0.905401
0.910516 -8.70121 0.905401
0.910521   -8.701 0.905406
0.910526 -8.70078 0.905406
0.910531 -8.70057 0.905411
0.910536 -8.70035 0.905411
0.910541 -8.70013 0.905416
0.910546 -8.69992 0.905416
0.910551  -8.6997 0.905421
0.910556 -8.69949 0.905421
0.910561 -8.69927 0.905426
0.910566 -8.69906 0.905426
0.910571 -8.69884 0.905431
0.910576 -8.69862 0.905431
0.910581 -8.69841 0.905436
0.910586 -8.69819 0.905436
0.910591 -8.69798 0.905441
0.910596 -8.69776 0.905446
0.910601 -8.69754 0.905446
0.910606 -8.69733 0.905451
0.910611 -8.69711 0.905451
0.910616  -8.6969 0.905456
0.910621 -8.69668 0.905456
0.910626 -8.69647 0.905461
0.910631 -8.69625 0.905461
0.910636 -8.69603 0.905466
0.910641 -8.69582 0.905466
0.910646  -8.6956 0.905471
0.910651 -8.69539 0.905471
0.910656 -8.69517 0.905476
0.910661 -8.69496 0.905476
0.910666 -8.69474 0.905481
0.910671 -8.69452 0.905481
0.910676 -8.69431 0.905486
0.910681 -8.69409 0.905491
0.910686 -8.69388 0.905491
0.910691 -8.69366 0.905496
0.910696 -8.69345 0.905496
0.910701 -8.69323 0.905501
0.910706 -8.69302 0.905501
0.910711  -8.6928 0.905506
0.910716 -8.69258 0.905506
0.910721 -8.69237 0.905511
0.910726 -8.69215 0.905511
0.910731 -8.69194 0.905516
0.910736 -8.69172 0.905516
0.910741 -8.69151 0.905521
0.910746 -8.69129 0.905521
0.910751 -8.69108 0.905526
0.910756 -8.69086 0.905526
0.910761 -8.69064 0.905531
0.910766 -8.69043 0.905536
0.910771 -8.69021 0.905536
0.910776    -8.69 0.905541
0.910781 -8.68978 0.905541
0.910786 -8.68957 0.905546
0.910791 -8.68935 0.905546
0.910796 -8.68914 0.905551
0.910801 -8.68892 0.905551
0.910806  -8.6887 0.905556
0.910811 -8.68849 0.905556
0.910816 -8.68827 0.905561
0.910821 -8.68806 0.905561
0.910826 -8.68784 0.905566
0.910831 -8.68763 0.905566
0.910836 -8.68741 0.905571
0.910841  -8.6872 0.905571
0.910846 -8.68698 0.905576
0.910851 -8.68677 0.905581
0.910856 -8.68655 0.905581
0.910861 -8.68633 0.905586
0.910866 -8.68612 0.905586
0.910871  -8.6859 0.905591
0.910876 -8.68569 0.905591
0.910881 -8.68547 0.905596
0.910886 -8.68526 0.905596
0.910891 -8.68504 0.905601
0.910896 -8.68483 0.905601
0.910901 -8.68461 0.905606
0.910906  -8.6844 0.905606
0.910911 -8.68418 0.905611
0.910916 -8.68397 0.905611
0.910921 -8.68375 0.905616
0.910926 -8.68354 0.905616
0.910931 -8.68332 0.905621
0.910936  -8.6831 0.905626
0.910941 -8.68289 0.905626
0.910946 -8.68267 0.905631
0.910951 -8.68246 0.905631
0.910956 -8.68224 0.905636
0.910961 -8.68203 0.905636
0.910966 -8.68181 0.905641
0.910971  -8.6816 0.905641
0.910976 -8.68138 0.905646
0.910981 -8.68117 0.905646
0.910986 -8.68095 0.905651
0.910991 -8.68074 0.905651
0.910996 -8.68052 0.905656
0.911001 -8.68031 0.905656
0.911006 -8.68009 0.905661
0.911011 -8.67988 0.905661
0.911016 -8.67966 0.905666
0.911021 -8.67945 0.905671
0.911026 -8.67923 0.905671
0.911031 -8.67902 0.905676
0.911036  -8.6788 0.905676
0.911041 -8.67858 0.905681
0.911046 -8.67837 0.905681
0.911051 -8.67815 0.905686
0.911056 -8.67794 0.905686
0.911061 -8.67772 0.905691
0.911066 -8.67751 0.905691
0.911071 -8.67729 0.905696
0.911076 -8.67708 0.905696
0.911081 -8.67686 0.905701
0.911086 -8.67665 0.905701
0.911091 -8.67643 0.905706
0.911096 -8.67622 0.905706
0.911101   -8.676 0.905711
0.911106 -8.67579 0.905716
0.911111 -8.67557 0.905716
0.911116 -8.67536 0.905721
0.911121 -8.67514 0.905721
0.911126 -8.67493 0.905726
0.911131 -8.67471 0.905726
0.911136  -8.6745 0.905731
0.911141 -8.67428 0.905731
0.911146 -8.67407 0.905736
0.911151 -8.67385 0.905736
0.911156 -8.67364 0.905741
0.911161 -8.67342 0.905741
0.911166 -8.67321 0.905746
0.911171 -8.67299 0.905746
0.911176 -8.67278 0.905751
0.911181 -8.67256 0.905751
0.911186 -8.67235 0.905756
0.911191 -8.67213 0.905761
0.911196 -8.67192 0.905761
0.911201  -8.6717 0.905766
0.911206 -8.67149 0.905766
0.911211 -8.67127 0.905771
0.911216 -8.67106 0.905771
0.911221 -8.67084 0.905776
0.911226 -8.67063 0.905776
0.911231 -8.67041 0.905781
0.911236  -8.6702 0.905781
0.911241 -8.66998 0.905786
0.911246 -8.66977 0.905786
0.911251 -8.66955 0.905791
0.911256 -8.66934 0.905791
0.911261 -8.66912 0.905796
0.911266 -8.66891 0.905796
0.911271 -8.66869 0.905801
0.911276 -8.66848 0.905806
0.911281 -8.66827 0.905806
0.911286 -8.66805 0.905811
0.911291 -8.66784 0.905811
0.911296 -8.66762 0.905816
0.911301 -8.66741 0.905816
0.911306 -8.66719 0.905821
0.911311 -8.66698 0.905821
0.911316 -8.66676 0.905826
0.911321 -8.66655 0.905826
0.911326 -8.66633 0.905831
0.911331 -8.66612 0.905831
0.911336  -8.6659 0.905836
0.911341 -8.66569 0.905836
0.911346 -8.66547 0.905841
0.911351 -8.66526 0.905841
0.911356 -8.66504 0.905846
0.911361 -8.66483 0.905851
0.911366 -8.66461 0.905851
0.911371  -8.6644 0.905856
0.911376 -8.66418 0.905856
0.911381 -8.66397 0.905861
0.911386 -8.66376 0.905861
0.911391 -8.66354 0.905866
0.911396 -8.66333 0.905866
0.911401 -8.66311 0.905871
0.911406  -8.6629 0.905871
0.911411 -8.66268 0.905876
0.911416 -8.66247 0.905876
0.911421 -8.66225 0.905881
0.911426 -8.66204 0.905881
0.911431 -8.66182 0.905886
0.911436 -8.66161 0.905886
0.911441 -8.66139 0.905891
0.911446 -8.66118 0.905896
0.911451 -8.66096 0.905896
0.911456 -8.66075 0.905901
0.911461 -8.66054 0.905901
0.911466 -8.66032 0.905906
0.911471 -8.66011 0.905906
0.911476 -8.65989 0.905911
0.911481 -8.65968 0.905911
0.911486 -8.65946 0.905916
0.911491 -8.65925 0.905916
0.911496 -8.65903 0.905921
0.911501 -8.65882 0.905921
0.911506  -8.6586 0.905926
0.911511 -8.65839 0.905926
0.911516 -8.65818 0.905931
0.911521 -8.65796 0.905931
0.911526 -8.65775 0.905936
0.911531 -8.65753 0.905941
0.911536 -8.65732 0.905941
0.911541  -8.6571 0.905946
0.911546 -8.65689 0.905946
0.911551 -8.65667 0.905951
0.911556 -8.65646 0.905951
0.911561 -8.65625 0.905956
0.911566 -8.65603 0.905956
0.911571 -8.65582 0.905961
0.911576  -8.6556 0.905961
0.911581 -8.65539 0.905966
0.911586 -8.65517 0.905966
0.911591 -8.65496 0.905971
0.911596 -8.65474 0.905971
0.911601 -8.65453 0.905976
0.911606 -8.65432 0.905976
0.911611  -8.6541 0.905981
0.911616 -8.65389 0.905986
0.911621 -8.65367 0.905986
0.911626 -8.65346 0.905991
0.911631 -8.65324 0.905991
0.911636 -8.65303 0.905996
0.911641 -8.65282 0.905996
0.911646  -8.6526 0.906001
0.911651 -8.65239 0.906001
0.911656 -8.65217 0.906006
0.911661 -8.65196 0.906006
0.911666 -8.65174 0.906011
0.911671 -8.65153 0.906011
0.911676 -8.65131 0.906016
0.911681  -8.6511 0.906016
0.911686 -8.65089 0.906021
0.911691 -8.65067 0.906021
0.911696 -8.65046 0.906026
0.911701 -8.65024 0.906031
0.911706 -8.65003 0.906031
0.911711 -8.64982 0.906036
0.911716  -8.6496 0.906036
0.911721 -8.64939 0.906041
0.911726 -8.64917 0.906041
0.911731 -8.64896 0.906046
0.911736 -8.64874 0.906046
0.911741 -8.64853 0.906051
0.911746 -8.64832 0.906051
0.911751  -8.6481 0.906056
0.911756 -8.64789 0.906056
0.911761 -8.64767 0.906061
0.911766 -8.64746 0.906061
0.911771 -8.64724 0.906066
0.911776 -8.64703 0.906066
0.911781 -8.64682 0.906071
0.911786  -8.6466 0.906076
0.911791 -8.64639 0.906076
0.911796 -8.64617 0.906081
0.911801 -8.64596 0.906081
0.911806 -8.64575 0.906086
0.911811 -8.64553 0.906086
0.911816 -8.64532 0.906091
0.911821  -8.6451 0.906091
0.911826 -8.64489 0.906096
0.911831 -8.64468 0.906096
0.911836 -8.64446 0.906101
0.911841 -8.64425 0.906101
0.911846 -8.64403 0.906106
0.911851 -8.64382 0.906106
0.911856  -8.6436 0.906111
0.911861 -8.64339 0.906111
0.911866 -8.64318 0.906116
0.911871 -8.64296 0.906121
0.911876 -8.64275 0.906121
0.911881 -8.64253 0.906126
0.911886 -8.64232 0.906126
0.911891 -8.64211 0.906131
0.911896 -8.64189 0.906131
0.911901 -8.64168 0.906136
0.911906 -8.64146 0.906136
0.911911 -8.64125 0.906141
0.911916 -8.64104 0.906141
0.911921 -8.64082 0.906146
0.911926 -8.64061 0.906146
0.911931 -8.64039 0.906151
0.911936 -8.64018 0.906151
0.911941 -8.63997 0.906156
0.911946 -8.63975 0.906156
0.911951 -8.63954 0.906161
0.911956 -8.63933 0.906166
0.911961 -8.63911 0.906166
0.911966  -8.6389 0.906171
0.911971 -8.63868 0.906171
0.911976 -8.63847 0.906176
0.911981 -8.63826 0.906176
0.911986 -8.63804 0.906181
0.911991 -8.63783 0.906181
0.911996 -8.63761 0.906186
0.912001  -8.6374 0.906186
0.912006 -8.63719 0.906191
0.912011 -8.63697 0.906191
0.912016 -8.63676 0.906196
0.912021 -8.63654 0.906196
0.912026 -8.63633 0.906201
0.912031 -8.63612 0.906201
0.912036  -8.6359 0.906206
0.912041 -8.63569 0.906211
0.912046 -8.63548 0.906211
0.912051 -8.63526 0.906216
0.912056 -8.63505 0.906216
0.912061 -8.63483 0.906221
0.912066 -8.63462 0.906221
0.912071 -8.63441 0.906226
0.912076 -8.63419 0.906226
0.912081 -8.63398 0.906231
0.912086 -8.63377 0.906231
0.912091 -8.63355 0.906236
0.912096 -8.63334 0.906236
0.912101 -8.63312 0.906241
0.912106 -8.63291 0.906241
0.912111  -8.6327 0.906246
0.912116 -8.63248 0.906246
0.912121 -8.63227 0.906251
0.912126 -8.63206 0.906256
0.912131 -8.63184 0.906256
0.912136 -8.63163 0.906261
0.912141 -8.63141 0.906261
0.912146  -8.6312 0.906266
0.912151 -8.63099 0.906266
0.912156 -8.63077 0.906271
0.912161 -8.63056 0.906271
0.912166 -8.63035 0.906276
0.912171 -8.63013 0.906276
0.912176 -8.62992 0.906281
0.912181 -8.62971 0.906281
0.912186 -8.62949 0.906286
0.912191 -8.62928 0.906286
0.912196 -8.62907 0.906291
0.912201 -8.62885 0.906291
0.912206 -8.62864 0.906296
0.912211 -8.62842 0.906301
0.912216 -8.62821 0.906301
0.912221   -8.628 0.906306
0.912226 -8.62778 0.906306
0.912231 -8.62757 0.906311
0.912236 -8.62736 0.906311
0.912241 -8.62714 0.906316
0.912246 -8.62693 0.906316
0.912251 -8.62672 0.906321
0.912256  -8.6265 0.906321
0.912261 -8.62629 0.906326
0.912266 -8.62608 0.906326
0.912271 -8.62586 0.906331
0.912276 -8.62565 0.906331
0.912281 -8.62543 0.906336
0.912286 -8.62522 0.906336
0.912291 -8.62501 0.906341
0.912296 -8.62479 0.906346
0.912301 -8.62458 0.906346
0.912306 -8.62437 0.906351
0.912311 -8.62415 0.906351
0.912316 -8.62394 0.906356
0.912321 -8.62373 0.906356
0.912326 -8.62351 0.906361
0.912331  -8.6233 0.906361
0.912336 -8.62309 0.906366
0.912341 -8.62287 0.906366
0.912346 -8.62266 0.906371
0.912351 -8.62245 0.906371
0.912356 -8.62223 0.906376
0.912361 -8.62202 0.906376
0.912366 -8.62181 0.906381
0.912371 -8.62159 0.906381
0.912376 -8.62138 0.906386
0.912381 -8.62117 0.906391
0.912386 -8.62095 0.906391
0.912391 -8.62074 0.906396
0.912396 -8.62053 0.906396
0.912401 -8.62031 0.906401
0.912406  -8.6201 0.906401
0.912411 -8.61989 0.906406
0.912416 -8.61967 0.906406
0.912421 -8.61946 0.906411
0.912426 -8.61925 0.906411
0.912431 -8.61903 0.906416
0.912436 -8.61882 0.906416
0.912441 -8.61861 0.906421
0.912446 -8.61839 0.906421
0.912451 -8.61818 0.906426
0.912456 -8.61797 0.906426
0.912461 -8.61775 0.906431
0.912466 -8.61754 0.906436
0.912471 -8.61733 0.906436
0.912476 -8.61711 0.906441
0.912481  -8.6169 0.906441
0.912486 -8.61669 0.906446
0.912491 -8.61647 0.906446
0.912496 -8.61626 0.906451
0.912501 -8.61605 0.906451
0.912506 -8.61584 0.906456
0.912511 -8.61562 0.906456
0.912516 -8.61541 0.906461
0.912521  -8.6152 0.906461
0.912526 -8.61498 0.906466
0.912531 -8.61477 0.906466
0.912536 -8.61456 0.906471
0.912541 -8.61434 0.906471
0.912546 -8.61413 0.906476
0.912551 -8.61392 0.906481
0.912556  -8.6137 0.906481
0.912561 -8.61349 0.906486
0.912566 -8.61328 0.906486
0.912571 -8.61306 0.906491
0.912576 -8.61285 0.906491
0.912581 -8.61264 0.906496
0.912586 -8.61243 0.906496
0.912591 -8.61221 0.906501
0.912596   -8.612 0.906501
0.912601 -8.61179 0.906506
0.912606 -8.61157 0.906506
0.912611 -8.61136 0.906511
0.912616 -8.61115 0.906511
0.912621 -8.61093 0.906516
0.912626 -8.61072 0.906516
0.912631 -8.61051 0.906521
0.912636  -8.6103 0.906526
0.912641 -8.61008 0.906526
0.912646 -8.60987 0.906531
0.912651 -8.60966 0.906531
0.912656 -8.60944 0.906536
0.912661 -8.60923 0.906536
0.912666 -8.60902 0.906541
0.912671  -8.6088 0.906541
0.912676 -8.60859 0.906546
0.912681 -8.60838 0.906546
0.912686 -8.60817 0.906551
0.912691 -8.60795 0.906551
0.912696 -8.60774 0.906556
0.912701 -8.60753 0.906556
0.912706 -8.60731 0.906561
0.912711  -8.6071 0.906561
0.912716 -8.60689 0.906566
0.912721 -8.60668 0.906571
0.912726 -8.60646 0.906571
0.912731 -8.60625 0.906576
0.912736 -8.60604 0.906576
0.912741 -8.60582 0.906581
0.912746 -8.60561 0.906581
0.912751  -8.6054 0.906586
0.912756 -8.60519 0.906586
0.912761 -8.60497 0.906591
0.912766 -8.60476 0.906591
0.912771 -8.60455 0.906596
0.912776 -8.60433 0.906596
0.912781 -8.60412 0.906601
0.912786 -8.60391 0.906601
0.912791  -8.6037 0.906606
0.912796 -8.60348 0.906606
0.912801 -8.60327 0.906611
0.912806 -8.60306 0.906616
0.912811 -8.60284 0.906616
0.912816 -8.60263 0.906621
0.912821 -8.60242 0.906621
0.912826 -8.60221 0.906626
0.912831 -8.60199 0.906626
0.912836 -8.60178 0.906631
0.912841 -8.60157 0.906631
0.912846 -8.60136 0.906636
0.912851 -8.60114 0.906636
0.912856 -8.60093 0.906641
0.912861 -8.60072 0.906641
0.912866  -8.6005 0.906646
0.912871 -8.60029 0.906646
0.912876 -8.60008 0.906651
0.912881 -8.59987 0.906651
0.912886 -8.59965 0.906656
0.912891 -8.59944 0.906661
0.912896 -8.59923 0.906661
0.912901 -8.59902 0.906666
0.912906  -8.5988 0.906666
0.912911 -8.59859 0.906671
0.912916 -8.59838 0.906671
0.912921 -8.59817 0.906676
0.912926 -8.59795 0.906676
0.912931 -8.59774 0.906681
0.912936 -8.59753 0.906681
0.912941 -8.59731 0.906686
0.912946  -8.5971 0.906686
0.912951 -8.59689 0.906691
0.912956 -8.59668 0.906691
0.912961 -8.59646 0.906696
0.912966 -8.59625 0.906696
0.912971 -8.59604 0.906701
0.912976 -8.59583 0.906706
0.912981 -8.59561 0.906706
0.912986  -8.5954 0.906711
0.912991 -8.59519 0.906711
0.912996 -8.59498 0.906716
0.913001 -8.59476 0.906716
0.913006 -8.59455 0.906721
0.913011 -8.59434 0.906721
0.913016 -8.59413 0.906726
0.913021 -8.59391 0.906726
0.913026  -8.5937 0.906731
0.913031 -8.59349 0.906731
0.913036 -8.59328 0.906736
0.913041 -8.59306 0.906736
0.913046 -8.59285 0.906741
0.913051 -8.59264 0.906741
0.913056 -8.59243 0.906746
0.913061 -8.59221 0.906751
0.913066   -8.592 0.906751
0.913071 -8.59179 0.906756
0.913076 -8.59158 0.906756
0.913081 -8.59136 0.906761
0.913086 -8.59115 0.906761
0.913091 -8.59094 0.906766
0.913096 -8.59073 0.906766
0.913101 -8.59052 0.906771
0.913106  -8.5903 0.906771
0.913111 -8.59009 0.906776
0.913116 -8.58988 0.906776
0.913121 -8.58967 0.906781
0.913126 -8.58945 0.906781
0.913131 -8.58924 0.906786
0.913136 -8.58903 0.906786
0.913141 -8.58882 0.906791
0.913146  -8.5886 0.906796
